Macros,Netlist,HPWL
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 42), (1, 21), (2, 16), (3, 24), (4, 23), (5, 26), (6, 53), (7, 17), (8, 46), (9, 50), (10, 45), (11, 31), (12, 36), (13, 43), (14, 32), (15, 51), (18, 40), (19, 49), (20, 33), (22, 28), (25, 39), (27, 41), (29, 30), (34, 37), (35, 38), (44, 47), (48, 52)]",36089.01438511934
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 4), (1, 37), (2, 27), (3, 47), (5, 17), (6, 42), (7, 13), (8, 21), (9, 38), (10, 32), (11, 34), (12, 35), (14, 36), (15, 43), (16, 39), (18, 44), (19, 46), (20, 26), (22, 24), (23, 41), (25, 40), (28, 31), (29, 30), (33, 45)]",30914.119362407
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 5), (1, 15), (2, 13), (3, 4), (6, 37), (7, 19), (8, 24), (9, 17), (10, 26), (11, 35), (12, 33), (14, 34), (16, 18), (20, 36), (21, 31), (22, 27), (23, 41), (25, 32), (28, 39), (29, 38), (30, 40)]",21963.350227763367
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 6), (1, 5), (2, 19), (3, 25), (4, 22), (7, 14), (8, 26), (9, 11), (10, 18), (12, 27), (13, 17), (15, 21), (16, 24), (20, 23)]",7400.0711145042005
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101)]","[(0, 1), (2, 56), (3, 8), (4, 23), (5, 6), (7, 26), (9, 15), (10, 34), (11, 25), (12, 27), (13, 39), (14, 47), (16, 31), (17, 46), (18, 42), (19, 36), (20, 50), (21, 44), (22, 32), (24, 40), (28, 48), (29, 38), (30, 52), (33, 53), (35, 45), (37, 57), (41, 51), (43, 49), (54, 55)]",46731.455709356414
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133)]","[(0, 18), (1, 5), (2, 30), (3, 52), (4, 50), (6, 27), (7, 11), (8, 42), (9, 53), (10, 12), (13, 41), (14, 31), (15, 32), (16, 49), (17, 34), (19, 37), (20, 33), (21, 55), (22, 47), (23, 28), (24, 40), (25, 46), (26, 36), (29, 56), (35, 59), (38, 39), (43, 45), (44, 48), (51, 57), (54, 61), (58, 60)]",51851.33326899404
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 39), (1, 56), (2, 30), (3, 28), (4, 33), (5, 9), (6, 57), (7, 42), (8, 51), (10, 49), (11, 18), (12, 36), (13, 44), (14, 31), (15, 48), (16, 50), (17, 22), (19, 40), (20, 21), (23, 27), (24, 53), (25, 43), (26, 55), (29, 37), (32, 35), (34, 58), (38, 47), (41, 54), (45, 46), (52, 59)]",41064.48756017985
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98)]","[(0, 29), (1, 16), (2, 4), (3, 22), (5, 7), (6, 19), (8, 9), (10, 21), (11, 14), (12, 17), (13, 23), (15, 25), (18, 28), (20, 24), (26, 27)]",12931.548580475595
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131)]","[(0, 40), (1, 50), (2, 5), (3, 20), (4, 41), (6, 27), (7, 31), (8, 32), (9, 16), (10, 46), (11, 25), (12, 36), (13, 26), (14, 21), (15, 17), (18, 51), (19, 38), (22, 23), (24, 33), (28, 47), (29, 44), (30, 39), (34, 48), (35, 43), (37, 49), (42, 45)]",33191.31296755964
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 6), (1, 42), (2, 36), (3, 58), (4, 5), (7, 35), (8, 10), (9, 28), (11, 41), (12, 38), (13, 17), (14, 23), (15, 22), (16, 54), (18, 26), (19, 56), (20, 46), (21, 55), (24, 27), (25, 53), (29, 32), (30, 43), (31, 34), (33, 40), (37, 57), (39, 47), (44, 48), (45, 49), (50, 51), (52, 59)]",42851.11218733125
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 15), (1, 13), (2, 16), (3, 31), (4, 19), (5, 8), (6, 20), (7, 23), (9, 27), (10, 29), (11, 12), (14, 22), (17, 28), (18, 25), (21, 26), (24, 30)]",10728.402657860124
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 16), (1, 19), (2, 9), (3, 22), (4, 42), (5, 28), (6, 33), (7, 23), (8, 36), (10, 44), (11, 24), (12, 34), (13, 31), (14, 35), (15, 40), (17, 27), (18, 20), (21, 39), (25, 32), (26, 41), (29, 30), (37, 38), (43, 45)]",26118.256217612776
